INVYR,PLT_CN,REMPER,SITECLCD,MBF_0,MBF_1,MBF_Annual,SITECLCD_Bin
2012,30763417020004,9.8,3,0.9885829781070059,3.173041876833322,0.222903964467914,0
2012,30763426020004,9.9,3,7.782503097276193,18.209777782882234,1.053260067915792,0
2012,30763431020004,10,2,2.502917349437862,11.567428374882613,0.90645111758959,0
2012,30763432020004,10.1,2,0.140880001497232,0.82246119138772,0.067483286604448,0
2012,30763470020004,10,3,8.169677089691145,15.10743993051164,0.693776278665808,0
2012,30763473020004,10,2,21.521337770735258,40.20035983592124,1.867902216749276,0
2012,30763501020004,9.8,5,3.9111660993604898,4.5011697324177105,0.060204453949402,1
2012,30763512020004,10.2,3,6.4791270255724465,11.662250928317587,0.508149397037876,0
2012,30763568020004,9.7,2,8.765759569067104,15.14190175939673,0.657334247852694,0
2012,30763591020004,9.9,3,0.947802309246744,2.904289188192568,0.19762493355916602,0
2012,30763636020004,9.8,3,19.270172653558156,29.396948013542403,1.0333444219090262,0
2012,30764414020004,10.2,3,9.320604345097378,14.941367907014726,0.5510552545903941,0
2012,30764419020004,10,4,5.379297981702441,10.532582949994403,0.51532849863461,1
2012,30764495020004,9.7,2,13.516632984869124,29.546492599074913,1.6525628458326722,0
2012,30764503020004,10.1,2,0.6212847862162519,2.040337084173712,0.140500226686356,0
2012,30764523020004,10.1,3,32.99612476675709,38.92504269306088,0.5870215709033,0
2012,30764533020004,9.9,4,0.147102366176978,0.441768562298214,0.029764262538409997,1
2012,30764692020004,9.5,2,0.244896630726752,0.723442019773152,0.05037319948046799,0
2012,30764697020004,9.7,3,11.326793393340528,19.82547769576455,0.876153030298796,0
2012,30764698020004,9.5,4,12.749668636965351,16.324090982431343,0.37625497613152004,1
2012,30764804020004,9.7,4,18.15560132276287,22.080078220518804,0.40458525866905,1
2012,30764805020004,9.7,3,9.487481781744606,20.208098494756367,1.1052182281351879,0
2012,30764924020004,9.7,4,26.349903733116015,39.20371652170562,1.325135352120658,1
2012,30764951020004,10,4,2.82967325328846,3.4491762766254923,0.061950301130094,1
2012,30764952020004,10,6,1.032687287394102,1.5853899880950422,0.055270270070094,1
2012,30764995020004,9.7,3,17.67345204492351,32.02014872842146,1.479040890614888,0
2012,30764996020004,9.6,3,7.448746761596555,10.66941295096674,0.335486060515096,0
2012,30765096020004,10.1,2,0.987243463374188,3.1852168532989102,0.217621125093596,0
2012,30765173020004,10,2,6.690131495648467,9.917999348269841,0.322786791881988,0
2012,30852691020004,10,6,1.847684362526528,2.5796188682735,0.073193449371088,1
2013,44540308020004,9.8,6,2.28963246119106,2.726439282977332,0.044572128110952,1
2013,44540908020004,10,6,1.8837333487373362,3.188303954427714,0.13045706478167,1
2013,44540922020004,10.1,4,11.653528450679783,23.05974932706234,1.129328801250622,1
2013,44540948020004,9.7,2,3.076183508707238,3.8885108342009604,0.083745088018406,0
2013,44541044020004,10,3,0.747017444166082,1.032581947516918,0.028556452742302,0
2013,44541045020004,10.1,3,4.3020501689900765,6.005637715927084,0.168672036018568,0
2013,44541105020004,9.8,3,12.200011825814208,18.24265915854485,0.616596668201792,0
2013,44541112020004,9.7,2,11.537422951186844,24.056971077805336,1.29067506987339,0
2013,44541115020004,9.9,4,4.307634957804398,6.344159483458145,0.20570954646533599,1
2013,44541163020004,10.1,3,2.076301420549484,8.712122157364051,0.657011951399164,0
2013,44541279020004,10.2,5,0.34132373965843,1.1144727010393902,0.075798920260466,1
2013,44541376020004,9.9,3,22.580450304133407,41.653606845774036,1.92658146915653,0
2013,44541377020004,9.9,3,3.2552681665105236,8.148665033937778,0.494282513137894,0
2013,44541484020004,10.1,3,0.3204152123504,1.627074338778756,0.129372185611204,0
2013,44541580020004,9.8,5,0.38729608653220204,0.66975519991244,0.028822354086766,1
2013,44541624020004,9.7,2,12.352816037818254,14.729212882832242,0.244989368815612,0
2013,44541699020004,9.7,2,4.193288448904614,6.436879993605778,0.231298097515956,0
2013,44541728020004,10,3,4.930366969740776,10.287714387434196,0.53573472973325,0
2013,44541753020004,9.8,2,7.040478236107801,13.735875949287536,0.68320384766956,0
2013,44541944020004,9.9,4,5.654505277436129,8.482447554135563,0.285650729913924,1
2013,44541974020004,9.8,3,4.842969144450026,12.012634120081541,0.7315984761124701,0
2013,44542158020004,10.2,6,7.745046803044375,9.534476811283433,0.17543430969520402,1
2013,44542247020004,9.9,6,9.833474152984548,13.235046518249117,0.34359317489526,1
2013,44542289020004,9.6,2,13.077632139980448,19.939749442478877,0.7148038910680861,0
2013,44542382020004,9.7,2,4.004936030351558,6.272565016873164,0.23377617840760598,0
2013,44542484020004,10.1,4,7.154048790192438,9.929522125018226,0.274799344431438,1
2013,44542645020004,10.1,5,0.966288861905982,1.521687520835956,0.054989967541552005,1
2013,44542658020004,9.5,4,20.543075434597906,29.431975298029652,0.9356736657173099,1
2013,44542701020004,10.1,2,3.47746487215838,8.3770345757468,0.48510591374893197,0
2013,44542789020004,10.4,2,30.971315456908673,50.95690629959841,1.921691421626586,0
2013,44542872020004,9.9,3,0.208702447120102,0.7179033472453281,0.0514344337482,0
2013,44542946020004,10,4,2.116040251304272,6.282187240532334,0.416614694710174,1
2013,44542962020004,9.6,2,23.84564331228015,37.76048786737191,1.449462976870868,0
2013,44543005020004,9.6,3,3.852120618763906,6.356970290555816,0.260921838680266,0
2013,44543011020004,10,3,13.316187982918265,15.6221393146535,0.230595135580742,0
2013,44543063020004,9.5,3,2.1742253258461903,7.867691721952526,0.59931225633933,0
2013,44543173020004,10.1,5,4.851589164854679,6.577267303695036,0.17085922262071598,1
2013,44543193020004,9.8,2,6.59633201605154,21.62374617947806,1.533409621285906,0
2013,44543211020004,10.2,3,6.207862621180948,11.197048329599165,0.489135850108464,0
2013,44543230020004,9.9,4,3.875253451981812,8.820345948389757,0.49950429943554203,1
2013,44543256020004,9.8,5,12.379803808636057,17.227061870037183,0.494618163635498,1
2013,44543377020004,9.9,4,7.07205205286186,8.442203442220567,0.138399134250284,1
2013,44543541020004,9.7,3,4.0014502396933,5.887167365077984,0.19440382860008001,0
2013,44543613020004,10,3,10.963170289744966,14.308096509172689,0.33449262555360004,0
2013,44543641020004,9.9,3,28.841038356308523,39.62636428947666,1.089426863395096,0
2013,44543646020004,10.9,4,4.846871143169643,8.496715733378917,0.334848117548866,1
2014,216958573020004,9.9,5,6.927038737010907,11.498767615451941,0.46179079391768596,1
2014,216958873020004,10,5,13.219461692847744,20.7167249603548,0.7497263411940159,1
2014,216958894020004,10,4,4.9501035307346735,7.603514204638905,0.2653410643814,1
2014,216958945020004,9.9,5,7.822844370543856,13.672266310387998,0.59085070312195,1
2014,216958964020004,9.7,2,30.782775142923406,50.697024740349704,2.053015434078924,0
2014,216958967020004,9.7,2,3.8981826345230783,6.807129477381254,0.29989142474119596,0
2014,216959089020004,10,3,29.200412887933375,44.67169386557647,1.547128106189574,0
2014,216959122020004,9.8,3,11.22305432842862,28.101997224292795,1.72234111427922,0
2014,216959128020004,9.9,3,9.068369892828686,12.69014416203349,0.36583578264057004,0
2014,216959148020004,9.8,3,21.565023302255355,31.844201867766483,1.048895762902454,0
2014,216959173020004,9.7,6,7.393889925268614,8.695852014938339,0.134222899192492,1
2014,216959183020004,10.2,3,0.151857802053994,1.413198279819236,0.123660831271456,0
2014,216959213020004,9.9,4,0.975320697198414,2.32456095945322,0.13628689639302002,1
2014,216959214020004,9.5,3,21.848510604812738,39.1947805839762,1.82592315031685,0
2014,216959258020004,9.9,6,1.955623680517814,2.9459896852937,0.100036967626272,1
2014,216959264020004,9.1,2,5.573476958049824,15.112493897578531,1.048243629383756,0
2014,216959289020004,9.9,3,2.485877577163346,6.372536327617576,0.392591786470822,0
2014,216959363020004,9.8,4,7.515495635957391,12.331790531732077,0.491458659395268,1
2014,216959368020004,9.4,2,5.982886294428566,15.502927817367317,1.012770377597676,0
2014,216959676020004,10.1,4,5.520861910055389,9.694283019808479,0.413210003239812,1
2014,216959684020004,10.1,3,1.72822561983848,6.794346377367366,0.501596106026636,0
2014,216959786020004,10,4,8.425448786911394,10.720815458980908,0.22953666961417,1
2014,216959787020004,10.1,3,4.57264931450455,8.86201945455458,0.424690112042056,0
2014,216959955020004,9.7,2,7.292470762927293,19.999443120792076,1.309997137949038,0
2014,216959998020004,9.9,3,18.61470067800407,34.95686683150618,1.6507238573540381,0
2014,216960000020004,10.1,2,2.209096213353992,5.678312252166954,0.34348673371565797,0
2014,216960405020004,9.7,5,9.82797297890135,10.660272905189181,0.08580412033098399,1
2014,216960442020004,9.5,3,3.110381133336836,7.539238723111882,0.466195528164052,0
2014,216960491020004,9.7,4,4.044546869304018,7.431158053256149,0.349135169384476,1
2014,216960492020004,10,3,1.8708134103935001,4.791240181512539,0.292042677111904,0
2014,216960516020004,9.5,2,0.7520039188470841,3.445734219107516,0.28355055823889,0
2014,216960541020004,10,4,4.454411789819098,6.633781347404134,0.21793695816572198,1
2014,216960560020004,10,3,0.5116511656082641,0.5805897481325241,0.006893858252426001,0
2014,216960621020004,9.7,3,2.243017856412076,4.286058475534737,0.210622745418242,0
2014,216960701020004,9.8,2,0.570664233009092,1.8457835085350138,0.130114210683004,0
2014,216960863020004,10.3,5,19.932847146925962,27.533474031509122,0.737924934933878,1
2014,216960865020004,10.2,5,11.68686549473138,14.338099633974885,0.259924919270136,1
2014,216961033020004,9.7,2,14.160438003328759,26.974789513445103,1.321067159042704,0
2014,216961059020004,10,5,3.450975744596044,6.682153167452704,0.323117742285666,1
2014,216961370020004,9,3,2.78575878928048,6.0403816226642855,0.361624757258852,0
2014,216961714020004,9.8,3,0.18537437645386398,0.7923628370256199,0.061937597034988,0
2014,216961717020004,10.2,5,14.255405182445203,17.183078421167902,0.28702679825814603,1
2014,216961746020004,9.7,4,5.2294532160354485,6.700177780919028,0.151621094250676,1
2014,216961775020004,9.5,2,18.07769389583366,24.70530354448732,0.697643113942648,0
2015,273639842489998,9.8,3,2.247665719716842,3.33361678241004,0.11081133415605,0
2015,273639855489998,9.8,3,0.158678011459472,1.174729144888186,0.10367868585639001,0
2015,273639868489998,9.9,5,13.534817172843184,19.707591119449635,0.6235125284303941,1
2015,273639917489998,10.1,3,0.849794175378222,2.513361523837758,0.16470963417124798,0
2015,273640439489998,9.8,2,3.805409207696966,13.071453827397423,0.945514747655362,0
2015,273640545489998,10.2,2,16.330360775331616,24.299738710416715,0.781311562145244,0
2015,273640561489998,9.9,2,16.254312112180195,29.175469597792922,1.305167409294152,0
2015,273640640489998,9.9,3,1.312302049567038,2.467362884121012,0.116672814671314,0
2015,273640706489998,9.7,2,0.932268540947636,2.9369071961080864,0.206663779875188,0
2015,273640775489998,10.2,6,3.17960466432115,5.172728703203592,0.19540431671148797,1
2015,273640830489998,9.7,2,13.363091255309731,28.758867619213948,1.587193427975954,0
2015,273640839489998,10.2,6,3.951072297992584,6.715571912496798,0.271029375623014,1
2015,273641125489998,10,3,11.584596837052791,18.98074412535796,0.73961472401608,0
2015,273641321489998,9.7,4,7.349671447630852,12.53121948290457,0.53418020827099,1
2015,273641417489998,9.9,3,0.7211170138995581,4.066213465794484,0.337888530676802,0
2015,273641621489998,9.8,2,10.901167318676277,15.110355679816685,0.429509014232188,0
2015,273641679489998,9.7,2,23.85705320853971,45.14396164428085,2.1945266383308657,0
2015,273641808489998,10,2,7.838859179313882,13.455577759756704,0.561671852026236,0
2015,273641857489998,10,3,21.049335779032475,28.94465078347845,0.7895315028518161,0
2015,273641858489998,10.1,2,2.1587247831790477,6.719996506294964,0.45161106449512206,0
2015,273641895489998,9.9,3,9.211376268573236,17.468480413204553,0.834050918897854,0
2015,273641909489998,9.8,2,4.150592579031174,16.763389979373,1.287020148050348,0
2015,273641932489998,10.5,2,18.73505991295119,26.443251010718456,0.7341134355900081,0
2015,273641951489998,9.8,3,13.071260010207945,26.458462085372997,1.366041027832432,0
2015,273641953489998,9.8,4,34.71728955163883,50.09547897049012,1.56920299701091,1
2015,273641987489998,10.1,2,11.029516520720126,22.46513263907842,1.132239224584958,0
2015,273641990489998,10.2,3,22.60667570888393,41.66953914111535,1.868908163228406,0
2015,273642002489998,10.2,4,5.069792204906244,8.437787664859792,0.330195626366726,1
2015,273642122489998,9.9,3,3.103560117513194,9.531401337019503,0.6492768846588121,0
2015,273642123489998,10.2,3,25.042763794902488,38.45470870511378,1.314896555576604,0
2015,273642219489998,9.7,3,14.23736802135297,24.737906748009678,1.0825297734519679,0
2015,273642239489998,9.9,3,14.734968271214571,25.498530145637275,1.087228477209342,0
2015,273642352489998,9.7,3,4.550059748353202,11.117170052785417,0.6770216895551401,0
2015,273642443489998,10.1,3,23.4737358869219,33.63475756956398,1.006041750816226,0
2015,273642496489998,10,3,2.507779262602756,2.98270355726268,0.04749243307682001,0
2015,273642543489998,10,3,0.20692060600628398,0.8804796382719899,0.067355902624766,0
2015,273642561489998,9.7,5,13.256417773114086,16.989908695206903,0.384895969426482,1
2015,273642581489998,11.3,5,15.93159983574378,19.318983447936102,0.299768458007278,1
2016,345933289489998,10,2,28.12909876627023,42.15841295948293,1.40293142714473,0
2016,345933359489998,10,2,1.031325879009936,3.7255368225502496,0.269421094955836,0
2016,345933638489998,9.7,2,0.893586876261484,2.905749966552286,0.207439493968496,0
2016,345933675489998,10,3,5.938015201828426,9.327280019092072,0.338926499178698,0
2016,345933832489998,9.7,3,12.202955468762465,18.036647217304107,0.601411525307464,0
2016,345933849489998,9.8,3,25.444762214552576,34.73240567958163,0.947718712569758,0
2016,345933885489998,9.9,3,14.008409613742847,23.59367811942559,0.9682089435544661,0
2016,345933910489998,10,3,2.712117868099062,8.875752828104051,0.616363505027568,0
2016,345933944489998,10.1,2,0.364916670547174,1.4599737650219382,0.10842149587289801,0
2016,345934010489998,9.9,2,8.853971136483835,14.425397993001345,0.5627703861430761,0
2016,345934011489998,9.7,2,24.919234295448888,33.57719908795354,0.892573678036924,0
2016,345934036489998,10,5,8.841561702964134,13.5439353911679,0.47023735618247997,1
2016,345934038489998,10,5,6.400983600969346,10.866620093718447,0.44656365108032403,1
2016,345934077489998,9.7,2,4.21804696697873,12.154048427774839,0.8181444770821501,0
2016,345934271489998,9.5,3,4.501371096236871,10.072574225876284,0.58644242424649,0
2016,345934606489998,10.8,6,2.5081950674550337,2.872016923037796,0.033687204058108,1
2016,345934673489998,9.8,2,1.335804715783828,4.44105881093924,0.316862663507864,0
2016,345934696489998,10.2,2,22.419529535435025,31.533228452038124,0.8934999034606921,0
2016,345934708489998,9.8,2,19.859561224260037,31.290888215035626,1.166461950484422,0
2016,345934745489998,10,5,15.249843905869637,21.35895274524657,0.610910890557544,1
2016,345934751489998,9.7,3,27.289551313202644,36.37434099920692,0.936576258274436,0
2016,345934773489998,9.5,5,2.2486459691395515,3.9958295953609104,0.183914067501734,1
2016,345934959489998,8.9,3,5.847286273733802,11.410530098220857,0.625083581465016,0
2016,345935098489998,10.3,6,3.689638341651856,4.93361688910411,0.120774612518132,1
2016,345935135489998,10,3,19.55984164482237,27.290147286316067,0.7730305623439561,0
2016,345935158489998,9.7,2,7.673781385160538,15.08629236641649,0.7641763978235819,0
2016,345935193489998,10.2,5,2.268304945484418,2.820870254195178,0.054173071959466,1
2016,345935324489998,9.7,2,2.135197382793198,8.631040716685705,0.6696745701321319,0
2016,345935355489998,10.1,2,0.81493890469979,2.01204692996691,0.118525548367012,0
2016,345935374489998,10.2,4,0.6198950749617479,1.643973884563426,0.10039987987225601,1
2016,345935390489998,10.2,5,5.394592857647534,8.616019385003497,0.315826133318962,1
2016,345935393489998,9.7,3,23.78645223709669,39.48981098622331,1.618902963703404,0
2016,345935453489998,9.8,3,1.087309690740112,4.540904982435128,0.35240768049249405,0
2016,345935457489998,9.9,2,1.408633062340188,5.415710831010502,0.40475532864901004,0
2016,345935531489998,10.2,3,17.420798321408046,29.218300344113317,1.1566178414692319,0
2016,345935616489998,10,3,4.584427978568854,9.125312752405515,0.454088477383666,0
2016,345935624489998,10,3,10.868854076646292,17.970209349542504,0.7101355363166899,0
2016,345935671489998,10,2,0.361310789780986,2.2941060238295283,0.19327952521026798,0
2016,345935675489998,10.1,2,2.233181227828064,8.082312754826386,0.579121946713124,0
2016,345935676489998,10,2,17.189089612613508,29.04826214545424,1.18591725809851,0
2016,345935712489998,9.8,2,5.28019501481537,14.851771184004313,0.97669143355388,0
2016,345935792489998,9.7,2,22.929510127581967,36.74317816192908,1.4240894927301502,0
2016,345935796489998,11.3,3,1.3713915341159741,3.301561233109774,0.17081147544375203,0
2016,345935842489998,9.5,4,6.052229428059084,7.224379533315924,0.123384217805112,1
2016,345935843489998,9.6,4,2.8770578249268217,3.641682627357864,0.07964841754678,1
2016,345935869489998,10.2,3,7.111701190659065,15.201843152519379,0.793151164943344,0
2016,345935870489998,9.7,4,2.8513454104534297,5.43990709508293,0.266862029219164,1
2016,345935874489998,10.2,3,20.2832846034107,26.98329969849221,0.6568642204059559,0
2016,345936039489998,10.1,4,4.877689628952195,6.277564929850884,0.13860150910117203,1
2016,345936145489998,9.5,5,8.758138905381212,10.92837687254332,0.22844610339023402,1
2017,412219775489998,9.3,2,16.608002172076784,25.70619774160331,0.978300586837728,0
2017,412219833489998,9.8,4,5.438921459509051,7.629581900475952,0.223536780058952,1
2017,412219842489998,10.1,4,0.780787251923586,2.9629984887034997,0.21606051938683002,1
2017,412220147489998,9,2,22.675719637303423,37.71490656109112,1.671020770647088,0
2017,412220153489998,10.2,3,0.9346292699422861,2.9875456951284183,0.201266320796754,0
2017,412220154489998,10.1,2,3.1853183476447,10.075199008675275,0.682166408755712,0
2017,412220224489998,10.4,6,5.917202090639726,7.999110482521088,0.20018349979802,1
2017,412220297489998,11.3,2,0.5177024312221841,1.52071337371189,0.088762032066305993,0
2017,412220310489998,10.9,3,6.420534944561502,14.571825218669769,0.747824795127212,0
2017,412220432489998,9.2,2,0.446208899304716,1.6019384591302102,0.125622780465962,0
2017,412220473489998,9.2,2,24.77415100175905,32.67548648349561,0.858840803027722,0
2017,412220474489998,10,3,6.639877290991558,12.498761025424603,0.5858883728415,0
2017,412220483489998,11.4,5,3.289838248007062,5.376512462912836,0.18304160128288402,1
2017,412220532489998,8.6,3,12.295369558061916,21.240567856668715,1.040139337467166,0
2017,412220586489998,11.3,5,0.2485025716734,0.460993300515904,0.018804492047463997,1
2017,412220716489998,10.2,4,2.611202097251502,5.061197261699275,0.240195604003622,1
2017,412220730489998,10,5,34.36031446911659,39.30933529319541,0.4949020950457781,1
2017,412220856489998,9.8,2,8.421533313786782,18.967805326457956,1.0761501993565639,0
2017,412220897489998,10.1,6,0.959155377097928,1.22230465107199,0.026054383919296,1
2017,412221007489998,10.4,3,1.0074155563751521,3.6486031696262544,0.253960349626892,0
2017,412221132489998,10.3,2,29.70707913753455,45.84820586261021,1.56709968993391,0
2017,412221210489998,10.9,3,5.907481971426274,13.641575214603176,0.709549836007786,0
2017,412221504489998,9.8,3,11.328503348894877,14.774303068415058,0.351612215172214,0
2017,412221755489998,10,4,9.583846778423519,14.630600759813023,0.504675407767824,1
2017,412221812489998,10,2,12.180243507591568,31.32777473270825,1.91475312010445,0
2017,412221856489998,10.5,3,26.696367497899136,38.56145049814957,1.130007907651492,0
2017,412221857489998,9.5,3,6.427513326269998,9.81751548054761,0.356842336463572,0
2017,412221925489998,10,3,10.987855911227882,22.122478784875025,1.113462295188174,0
2017,412221927489998,9.7,3,9.322360657660061,23.369265466933754,1.448134523306598,0
2017,412222002489998,9.8,3,1.349773834249258,1.8774291927944038,0.053842386349812,0
2017,412222008489998,10,3,5.019029240658539,10.703197490900852,0.568416829838668,0
2017,412222144489998,9.7,4,8.928668218720208,14.44504894127285,0.568699052123884,1
2017,412222155489998,9.5,3,19.38586759593493,26.516508570333578,0.7505937823444561,0
2017,412222166489998,10.1,2,3.05792314430691,11.957822268647453,0.8811781348170721,0
2017,412222219489998,9.1,2,15.240542329719393,26.43141947812004,1.229766715173598,0
2017,412222221489998,9.6,2,7.7540564197109765,14.761001718351833,0.729890145430542,0
2017,412222223489998,9.5,3,0.573920952764406,2.197689633037776,0.170923019926362,0
2017,412222232489998,9.3,3,5.25972655712109,7.364161795078387,0.226283362090938,0
2017,412222262489998,9.5,2,2.208267859412322,8.326132245589829,0.64398571630883,0
2017,412222269489998,10.1,4,2.803909853929356,5.759604186040242,0.29264300729063397,1
2017,412222300489998,9.8,3,2.23987706227686,4.857926137202448,0.26714786835002596,0
2017,412222316489998,10.6,4,7.030082344490964,9.632582720345317,0.245518902701198,1
2017,412222352489998,10.1,3,0.6148492202208641,2.589763987913518,0.195536111918888,0
2017,412222437489998,10.1,3,0.542452722627418,1.520931232995136,0.096879058168232,0
2017,412222555489998,10.1,3,0.459815069415886,2.647954671274308,0.216647483485394,0
2017,412222746489998,9.8,6,0.9151470917528081,1.4673521963382838,0.056347458177771995,1
2017,412222849489998,10.3,6,1.561295422981968,2.620231675776684,0.10280934902146001,1
2017,412222936489998,10,5,13.240540139684583,17.725340498116086,0.44848003764856403,1
2017,412223217489998,10.3,6,4.699820484043898,5.788456973385631,0.10569285965408401,1
2018,484817795489998,10.1,3,4.351894616930938,10.199989072116217,0.57901925477618,0
2018,484817814489998,9.9,4,24.14244911031381,34.62059392953073,1.058398468168064,1
2018,484817825489998,9.9,2,0.263207925850378,1.005510212921322,0.07498002668710801,0
2018,484817826489998,9.7,2,0.189637861142564,1.098290638734932,0.093675543957604,0
2018,484817829489998,10,2,2.294493483685146,7.4540309550312225,0.515953749541826,0
2018,484817834489998,10.4,2,6.020840046360789,19.795651393189928,1.3245011042346722,0
2018,484817859489998,10,3,6.678558678847594,9.177146856624665,0.24985881657409797,0
2018,484817860489998,10,3,21.940389617606236,30.89405270112112,0.895366310156902,0
2018,484817867489998,10,3,2.57808751628834,7.623131560177633,0.5045043989726881,0
2018,484817885489998,10.4,2,0.965393593310838,3.6562154020296997,0.258732870736502,0
2018,484817887489998,9.7,2,12.769205284489175,24.43907743015289,1.2030795999159078,0
2018,484817888489998,10,2,31.994904361457674,47.181814822094374,1.518691051479912,0
2018,484817898489998,10.1,2,1.959503442557462,8.206394668776461,0.618504081863446,0
2018,484817899489998,10.8,3,8.30078650464117,10.763088711574,0.22799094653516197,0
2018,484817900489998,9.7,3,1.517056562222404,3.27602567697223,0.181337019843614,0
2018,484817903489998,9.8,3,31.544688851739725,43.71003557111106,1.241361901051454,0
2018,484817911489998,10.4,3,1.172623659278534,3.99370823414591,0.27125812756952,0
2018,484817913489998,9.8,2,7.6192009155590545,10.952050956782376,0.340086736321176,0
2018,484817914489998,9.2,3,0.111429586075768,0.43791085037911,0.035487093291880004,0
2018,484817940489998,10.2,2,15.161663945230497,19.5447349531757,0.429712845450208,0
2018,484817941489998,10,3,4.545421826860428,12.941212882683704,0.839579114007592,0
2018,484817952489998,9.9,3,0.264438381553584,1.164358504992364,0.090901026156086,0
2018,484817953489998,10.1,2,20.701472987059642,32.42457677165681,1.16070336050162,0
2018,484817971489998,10,2,30.40262272373309,42.84486564326754,1.244224294360664,0
2018,484817986489998,9.9,3,3.057283407962972,6.506147095243132,0.348370071124312,0
2018,484817988489998,8.8,3,8.393392292777905,12.802436230389795,0.50102772565412,0
2018,484817992489998,9.7,2,22.904377196775958,34.2228765732817,1.166855596891328,0
2018,484817997489998,9.7,5,20.01435807147514,28.066345561514996,0.830101804896102,1
2018,484818002489998,9.7,3,1.217932167534138,3.319734973755978,0.216680703099314,0
2018,484818009489998,9.8,3,2.863529353807558,8.566933650175994,0.581980037119444,0
2018,484818017489998,10.3,3,5.127258959459557,8.190371669445831,0.297389584603938,0
2018,484818018489998,9.9,3,0.164681939123556,0.818699647843696,0.066062395853618,0
